id,direccion,esquina,colonia,alcaldia,boton,altavoz,tipo_de_poste,estatus_conectividad,latitud,longitud,geopoint
4523,C. LA MONEDA,C. VIVANCO,TLALPAN CENTRO,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.290911,-99.172988,"19.290911,-99.172988"
4524,PROL. DALIA,C. MIRASOL,SAN PEDRO MARTIR,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.267338,-99.175793,"19.267338,-99.175793"
4525,C. FUENTES BUENAS,C. FUENTES BELLAS,FUENTES DE TEPEPAN,TLALPAN,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.269196,-99.147763,"19.269196,-99.147763"
4526,C. PELUQUEROS,C. TIZAYUCA,MICHOACANA,VENUSTIANO CARRANZA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.445757,-99.113692,"19.445757,-99.113692"
4527,C. JOYA,C. 5 DE MAYO,PUEBLO STA. MA. TEPEPAN,XOCHIMILCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.274931,-99.135556,"19.274931,-99.135556"
4528,C. FELIPE ANGELES,C. CANARIO,BELLAVISTA,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.395303,-99.193027,"19.395303,-99.193027"
4529,C. SAN FRANCISCO,C. SANTA CRUZ,MOLINO DE SANTA DOMINGO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.394907,-99.20871,"19.394907,-99.20871"
4530,AV. MINAS,CDA. MINAS,ARVIDE,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.381953,-99.204404,"19.381953,-99.204404"
4531,C. 18,C. 3,OLIVAR DEL CONDE,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.375496,-99.202985,"19.375496,-99.202985"
4532,CDA. JALISCO,AV. MEXICO,DESARROLLO URBANO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.381574,-99.222723,"19.381574,-99.222723"
4533,CDA. BENITO JUAREZ,AV. BENITO JUAREZ,BARRIO NORTE,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.381015,-99.203436,"19.381015,-99.203436"
4534,CIRCUITO 1,ENTRE C. LOMAS DE PLATEROS Y C. DR. FRANCISCO P. MIRANDA,LOMAS DE PLATEROS,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.369491,-99.197295,"19.369491,-99.197295"
4535,C. TIZIANO,C. VAN OSTADE,ALFONSO XIII,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.374976,-99.198555,"19.374976,-99.198555"
4536,C. PROGRESO,AV. VASCO DE QUIROGA,PUEBLO SANTA FE,ALVARO OBREGON,CON BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.382148,-99.239177,"19.382148,-99.239177"
4537,1a. CDA. PTO. MAZATLAN,C. PUERTO MAZATLAN,AMP. PILOTO ADOLFO LOPEZ MATEOS,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.367989,-99.232868,"19.367989,-99.232868"
4538,C. PASO DEL MOLINO,ENTRE AV. VASCO DE QUIROGA Y C. DE LA GOLETA,AMPL. LA MEXICANA,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.384178,-99.228759,"19.384178,-99.228759"
4539,AV. JALALPA (AV. GUSTAVO DIAZ ORDAZ),C. MORERAS,JALALPA EL GRANDE,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.370978,-99.240427,"19.370978,-99.240427"
4540,AV. DEL ROSAL,C. 7,OLIVAR DEL CONDE 1ra SECC.,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.372931,-99.206204,"19.372931,-99.206204"
4541,CALZ. DE LOS PETRELES,C. PUENTE TAMOS,PUENTE COLORADO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.347429,-99.232959,"19.347429,-99.232959"
4542,AV. CENTENARIO,C. PROLONGACION 5 DE MAYO,FRACC. EXHACIENDA DE TARANGO,ALVARO OBREGON,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.361986,-99.224592,"19.361986,-99.224592"
4543,C. TARANGO,C. ESCOLLO,LAS AGUILAS (AMPLIACION 3er PARQUE),ALVARO OBREGON,CON BOTON,SIN ALTAVOZ,9m,REPORTE DE FALLA,19.35458,-99.216609,"19.35458,-99.216609"
4544,C. ALCANFORES,C. DEL TRABAJO,LOMAS DE LOS CEDROS,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.32457,-99.259463,"19.32457,-99.259463"
4545,C. ACAMBARO,ENTRE AV. TOLUCA Y C. SALVATIERRA,OLIVAR DE LOS PADRES,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.341699,-99.207421,"19.341699,-99.207421"
4546,SAN PEDRO,SAN AGUSTIN,SAN JOSE DEL OLIVAR,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.337581,-99.226253,"19.337581,-99.226253"
4547,C. FELIPE VILLANUEVA,C. PEDRO VALDEZ FRAGA,GUADALUPE INN,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.359659,-99.186553,"19.359659,-99.186553"
4548,C. ALTAMIRANO,C. CAMPAMENTO,BARRIO LORETO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.34022,-99.194515,"19.34022,-99.194515"
4549,C. IGLESIA,C. CAÑADA,JARDINES DEL PEDREGAL,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.324497,-99.202875,"19.324497,-99.202875"
4550,AV. DTO. DE LOS LEONES,CDA. DE LOS CEDROS,ALCANTARILLA,ALVARO OBREGON,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.338184,-99.245125,"19.338184,-99.245125"
4551,AV 16 DE SEPTIEMBRE,CALZ. REAL DE SAN MARTIN,SAN MARTIN XOCHINAHUAC,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.498033,-99.191552,"19.498033,-99.191552"
4552,C. NORTE 45,C. PONIENTE 116,U. H. JARDINES DE CEYLAN,AZCAPOTZALCO,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.484628,-99.161705,"19.484628,-99.161705"
4553,C. MERCADERES,C. AGRICULTORES,U. HAB. EL ROSARIO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.513294,-99.200449,"19.513294,-99.200449"
4554,AV. DE LAS CULTURAS,C. CINEMATOGRAFIA,U. HAB. EL ROSARIO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.508869,-99.206254,"19.508869,-99.206254"
4555,C. RAYON,C. JERUSALEN,VILLA AZCAPOTZALCO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.483375,-99.18503,"19.483375,-99.18503"
4556,EMILIANO ZAPATA,L. CÁRDENAS,PUEBLO SAN PEDRO XALPA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.484368,-99.214012,"19.484368,-99.214012"
4557,AV. MARAVILLAS,C. PONIENTE 152,INDUSTRIAL VALLEJO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.508038,-99.173711,"19.508038,-99.173711"
4558,CIPACTLI,SAN MATEO,LA PRECIOSA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.484882,-99.194958,"19.484882,-99.194958"
4559,AV. MIGUEL HIDALGO,AV. DE LAS GRANJAS,SANTA CATARINA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.492577,-99.173053,"19.492577,-99.173053"
4560,C. CENTEOTL,ENTRE C. ACATL Y CAMINO A SANTA LUCIA,BARRIO SANTA LUCIA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.476299,-99.196785,"19.476299,-99.196785"
4561,PRIV.2 ROSAS MORENO,C. ROSAS MORENO,PUEBLO SANTIAGO AHUIZOTLA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.479414,-99.211943,"19.479414,-99.211943"
4562,C. CAMPO CANTEMOC,C. CAMPO ENCANTADA,FRACC. SAN ANTONIO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.477834,-99.200098,"19.477834,-99.200098"
4563,C. SALVADOR SANCHEZ COLIN,C. MARISCAL ROMMEL,PROVIDENCIA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.491168,-99.20846,"19.491168,-99.20846"
4564,C. VID,AV. CLAVELINAS,NUEVA SANTA MARIA,AZCAPOTZALCO,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.465209,-99.168829,"19.465209,-99.168829"
4565,EJE 3 NORTE CALZ. SAN ISIDRO,C. SANTO DOMINGO,INDUSTRIAL SAN ANTONIO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.481321,-99.19358,"19.481321,-99.19358"
4566,AQUILES SERDAN,ESPERANZA,VILLA AZCAPOTZALCO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.483131,-99.18829,"19.483131,-99.18829"
4567,AV. CEYLAN,C. MADEIRA,COSMOPOLITA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.475586,-99.162438,"19.475586,-99.162438"
4568,COLOMBO,AV. CEYLAN,FERRERIA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.503918,-99.174175,"19.503918,-99.174175"
4569,PONIENTE 122,C.NORTE 35 Y C.NORTE 45,INDUSTRIAL VALLEJO(MONTE ALTO),AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.486769,-99.157618,"19.486769,-99.157618"
4570,C. LATONEROS,C. CENTRAL SUR,TRABAJADORES DEL HIERRO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.479045,-99.149515,"19.479045,-99.149515"
4571,C. SABINO,ENTRE C. ANTONIO VALERIANO Y  CALLE 4,AMPLIACION DEL GAS,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.468146,-99.156873,"19.468146,-99.156873"
4572,C. 5,C. 26,ALDANA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.470282,-99.148616,"19.470282,-99.148616"
4573,C. PINO,C. 9,LEBERACION,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.472175,-99.152143,"19.472175,-99.152143"
4574,C. FERNANDO MONTES DE OCA,C. CUAUTLA,CONDESA,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.413566,-99.176188,"19.413566,-99.176188"
4575,C. AUGUSTO RODIN,C. CAMPANA,INSURGENTES MIXCOAC,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.372378,-99.184432,"19.372378,-99.184432"
4576,C. NATAL PESADO,C. CHARCO AZUL,MIXCOAC,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.368853,-99.189868,"19.368853,-99.189868"
4577,C. CHARCO AZUL,C. MIGUEL CABRERA,MIXCOAC,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.370003,-99.189433,"19.370003,-99.189433"
4578,EJE CENTRAL LAZARO CARDENAS,AVENIDA NECAXA,PORTALES NORTE,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.371769,-99.149439,"19.371769,-99.149439"
4579,C. MARTIN MENDALDE,ENTRE EJE 7 SUR FELIX CUEVAS (LA EXTREMADURA) Y AV. SAN LORENZO,DEL VALLE SUR,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.37234,-99.17008,"19.37234,-99.17008"
4580,CJON. MARTIN MENDALDE,C. SAN LORENZO,DEL VALLE SUR,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.373778,-99.169613,"19.373778,-99.169613"
4581,C. ROMERO,C.5 DE FEBRERO,AMERICAS UNIDAS,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.384791,-99.141391,"19.384791,-99.141391"
4582,C. LUZ SAVIÑON,C. ZEMPOALA,NARVARTE ORIENTE,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.389683,-99.148848,"19.389683,-99.148848"
4583,EJE CENTRAL LAZARO CARDENAS,ENTRE EJE 8 SUR AV. POPOCATEPETL Y C. NEVADO,PORTALES SUR,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.361015,-99.151675,"19.361015,-99.151675"
4584,CALZ. DE TLALPAN,EJE 7 SUR MUNICIPIO LIBRE,PORTALES NORTE,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.368169,-99.142142,"19.368169,-99.142142"
4585,C. ING. PASCUAL ORTIZ RUBIO,C.  CCENTENARIO,SAN SIMON TICUMAC,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.374411,-99.142222,"19.374411,-99.142222"
4586,C. REAL MAYORAZGO,ENTRE C. SAN FELIPE Y AV. MEXICO COYOACAN,XOCO,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.36014,-99.165906,"19.36014,-99.165906"
4587,C. 1ro DE MAYO,C. CARMEN,NATIVITAS,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.382223,-99.135229,"19.382223,-99.135229"
4588,TEPEYAUCLE,OCOXAL,PEDREGAL DE SANTO DOMINGO,COYOACAN,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.331182,-99.17254,"19.331182,-99.17254"
4589,CALZ. DE TLALPAN,ENTRE C. ATLETAS Y C. CICLISTAS,COUNTRY CLUB,COYOACAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.354421,-99.144392,"19.354421,-99.144392"
4590,RET. 20,RETORNO 19,AVANTE,COYOACAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.332601,-99.135615,"19.332601,-99.135615"
4591,C. CERRO GORDO,C. CERRO BOLUDO,CAMPESTRE CHURUBUSCO,COYOACAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.343709,-99.131804,"19.343709,-99.131804"
4592,GRAL. A. NAVA,C. VALENTINA,CARMEN SERDAN,COYOACAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.319673,-99.107472,"19.319673,-99.107472"
4593,EJE 1 OTE. AV. CANAL DE MIRAMONTES,CALZ. DEL HUESO,FRACC. LOS GIRASOLES,COYOACAN,SIN BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.304022,-99.124841,"19.304022,-99.124841"
4594,PROL. OYAMEL,ENTRE C. NOPAL Y CALZ. SAN SIMON,ATLAMPA,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.458712,-99.151869,"19.458712,-99.151869"
4595,C. BAJIO,C. ANAHUAC,ROMA SUR,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.403049,-99.16631,"19.403049,-99.16631"
4596,C. LUDWING VAN BEETHOVEN,C. RICARDO BELL,PERALVILLO,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.461455,-99.134945,"19.461455,-99.134945"
4597,C. ZARAGOZA,C. MINA,BUENAVISTA,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.440912,-99.149847,"19.440912,-99.149847"
4598,C. LUNA,CALZ. GRAL. IGNACIO ZARAGOZA,BUENAVISTA,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.449157,-99.148049,"19.449157,-99.148049"
4599,C. JAIME TORRES BODET,ENTRE C. SALVADOR DIAZ MIRON Y EJE 1 NTE. JOSE ANTONIO ALZATE,SANTA MARIA LA RIBERA,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.447997,-99.1578,"19.447997,-99.1578"
4600,JOSÉ M. BUSTILLOS,AV. VIADUCTO PRESIDENTE MIGUEL ALEMÁN,ALGARIN,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.403856,-99.141773,"19.403856,-99.141773"
4601,C. RAFAEL ANGEL DE LA PEÑA,ENTRE C. GUADALUPE PEÑAFIEL Y C. BOLIVAR ( ENTRE C. BOLIVAR Y AV. ISABEL LA CATOLICA),OBRERA,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.418,-99.139904,"19.418,-99.139904"
4602,C. DR. LA VISTA,ENTRE DR. VERTIZ Y DR. ANDRADE,DOCTORES,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.423717,-99.145903,"19.423717,-99.145903"
4603,C. JUSTO SIERRA,ENTRE C. MANUEL ALTAMIRANO Y C. CUAUHTEMOC,BARRIO OCOTITLA,MILPA ALTA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.200606,-99.049844,"19.200606,-99.049844"
4604,MIGUEL BERNAL,TATANACHO,EL TEPETATAL,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.564631,-99.13972,"19.564631,-99.13972"
4605,FANNY SCHILLER,JOSÉ MOJICA,LA FORESTAL,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.560892,-99.131567,"19.560892,-99.131567"
4606,SAN PABLO,AMAPOLAS,MALACATES,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.576957,-99.132678,"19.576957,-99.132678"
4607,C. MIGUEL LERDO DE TEJADA,C. JOSE MOJJICA,LA FORESTAL,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.559702,-99.132117,"19.559702,-99.132117"
4608,LOMA CHICA,AV. SAN MIGUEL,LOMAS DE CUATEPEC,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.566308,-99.133919,"19.566308,-99.133919"
4609,C. HANK GONZALEZ,1ra CDA. TENOCHTITLAN,EL CARMEN,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.54132,-99.133089,"19.54132,-99.133089"
4610,AV. INSTITUTO POLITECNICO NACIONAL,C. PONIENTE 112 (EXCELSIOR),TLACAMACA,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.475703,-99.136799,"19.475703,-99.136799"
4611,C. PAYSANDU,C. MANDUJANO,SAN BARTOLO ATEPEHUACAN,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.491952,-99.142682,"19.491952,-99.142682"
4612,C. NORTE 11 A,C. PONIENTE 116,PANAMERICANA,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.479789,-99.14584,"19.479789,-99.14584"
4613,GRAL. MIGUEL MIRON,GRAL. ANASTASIO BUSTAMANTE,MARTIN CARRERA,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.489856,-99.105947,"19.489856,-99.105947"
4614,CABO VERDE,CABO SAN ROQUE,GABRIEL HERNANDEZ,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.497443,-99.099891,"19.497443,-99.099891"
4615,C. CABO SAN LUCAS,C. CABO SAN VICENTE,GABRIEL HERNANDEZ,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.501372,-99.099938,"19.501372,-99.099938"
4616,C. PEMEX,AV. LA VICTORIA,INDUSTRIAL,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.475785,-99.129211,"19.475785,-99.129211"
4617,AV. VICTORIA,AV. LA HUASTECA,INDUSTRIAL,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.474432,-99.124573,"19.474432,-99.124573"
4618,AVENIDA JOSE LORETO FABELA,5TA CDA. AV. 565,U. H. SAN JUAN DE ARAGON 2DA SECC.,GUSTAVO A. MADERO,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.455193,-99.081088,"19.455193,-99.081088"
4619,1a CDA. AV. 585,AV. 587,U. H. SAN JUAN DE ARAGON 3a.SECC.,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.451923,-99.074218,"19.451923,-99.074218"
4620,AV. 482,AV. 412,U. H. SAN JUAN DE ARAGON VII SECCION,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.467103,-99.076554,"19.467103,-99.076554"
4621,AVENIDA 416,AVENIDA 481,U. H. SAN JUAN DE ARAGON,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.472447,-99.075122,"19.472447,-99.075122"
4622,EJE 2 OTE. CALZ. DE LA VIGA,C. PLAYA ICACOS,UNIDAD SANTIAGO,IZTACALCO,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.387071,-99.122262,"19.387071,-99.122262"
4623,AND. SUR,C. PLAYA FLAMINGOS,MILITAR MARTE,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.37922,-99.125558,"19.37922,-99.125558"
4624,C. PLAYA ROQUETA,C. PLAYA MOCAMBO,MILITAR MARTE,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.38282,-99.124335,"19.38282,-99.124335"
4625,AV. PRESIDENTE PLUTARCO ELÍAS CALLES,ENTRE AV. SANTIAGO Y C. PLAYA CALETILLA,REFORMA IZTACCIHUATL NORTE,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.39026,-99.132461,"19.39026,-99.132461"
4626,C. ALVARO OBREGON,EJE 2 OTE. CONGRESO DE LA UNION,SANTA ANITA,IZTACALCO,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.399498,-99.12185,"19.399498,-99.12185"
4627,C. PUENTE DE CAPUCHINAS,ESQ.: SUR 183,GABRIEL RAMOS MILLAN SECC. CUCHILLA,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.389514,-99.091502,"19.389514,-99.091502"
4628,AV. RECREO,C. SUR 143,GABRIEL RAMOS MILLAN SECC. BRAMADERO,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.393154,-99.097887,"19.393154,-99.097887"
4629,C.ORIENTE 106,C. SUR 123,GABRIEL RAMOS MILLAN,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.39264,-99.103079,"19.39264,-99.103079"
4630,C. SUR 109 A,C. ORIENTE 110,JUVENTINO ROSAS,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.39214,-99.110772,"19.39214,-99.110772"
4631,C. 6,ENTRE AV. GUADALUPE Y C. UNION,PANTITLAN (AGRICOLA PANTITLAN),IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.414907,-99.05865,"19.414907,-99.05865"
4632,C. ORIENTE 229,C. SUR 16,AGRICOLA ORIENTAL,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.395884,-99.081078,"19.395884,-99.081078"
4633,C. ORIENTE 217,C. SUR 16,EL RODEO,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.396257,-99.083417,"19.396257,-99.083417"
4634,C. 4,ENTRE AV. NORTE Y PRIV. TRINIDAD,PANTITLAN,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.411106,-99.062591,"19.411106,-99.062591"
4635,C. SUR 4D,ENTRE AV. JAVIER ROJO GOMEZ Y C. ORIENTE 237 B,AGRICOLA ORIENTAL,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.401711,-99.072422,"19.401711,-99.072422"
4636,AV. SUR 12,C. ORIENTE 249,AGRICOLA ORIENTAL,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.396484,-99.067689,"19.396484,-99.067689"
4637,AV. GUADALUPE,C. 5,AGRICOLA PANTITLAN,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.414611,-99.060444,"19.414611,-99.060444"
4638,AV. XOCHIMILCO,C. DOS,PANTITLAN,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.413485,-99.066517,"19.413485,-99.066517"
4639,AV. UNION,ENTRE PRIV. A Y C. 6,PANTITLAN,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.4163,-99.059185,"19.4163,-99.059185"
4640,C. ORIENTE 245,AV. SUR 12,AGRICOLA ORIENTAL,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.396971,-99.070178,"19.396971,-99.070178"
